id,date,message,from_id,chat_id,views,forwards
107178,2024-08-26T17:31:02+00:00,Russian Defence Ministry report on the progress of the special military operation 26 August 2024Part IIThe Tsentr Group of Forces went on advancing to the depth of hostile defence The Group inflicted losses on formations of 31st 32nd 47th100th 151st mechanised brigades 1st Tank Brigade 95th airassault brigades of the AFU 111th 122nd territorial defence brigades 14th and 15th national guard brigades near Dzerzhinsk Tarasovka Zhuravka Vozdvizhenka Novozhelannoye and Yasnobrodovka Donetsk Peoples Republic The Russian troops repelled seven counterattacks of the 53rd 150th mechanised brigades 68th Jaeger Brigade 25th Airborne Brigade and Lyut Assault Brigade of the Ukrainian National PoliceThe enemy losses amounted to 585 servicemen three tanks one Germanmade Marder infantry fighting vehicle one armoured personnel carrier two 152mm D20 guns two 122mm Gvozdika selfpropelled systems three 122mm D30 howitzers and one USmade 105mm M119 gun The Vostok Group of Forces improved the tactical situation inflicted losses on manpower and materiel of 61st Mechanised Brigade 58th Motorised Infantry Brigade of the AFU 123rd and 128th territorial defence brigades near Vodyanoye Ugledar Prechistovka and Neskuchnoye Donetsk Peoples Republic The Russian units repelled two counterattacks launched by the AFU 72nd Mechanised BrigadeThe enemy lost up to 135 servicemen five motor vehicles and one 122mm D30 howitzerThe Dnepr Group of Forces inflicted damage on the AFU 128th Mountain Assault Brigade 37th Marine Brigade 124th Territorial Defence Brigade near Malye Shcherbaki Zaporozhye region Sablukovka Tokarevka Kherson region and KhersonThe enemy losses are up to 70 servicemen five motor vehicles one 152mm D20 gun and one EW stationOperationalTactical and Army aviation unmanned aerial vehicles and Missile Troops and Artillery of the Russian Groups of Forces have destroyed two AFU UAV workshops as well as engaged AFU manpower and hardware clusters in 143 areasRussian air defence units have downed one Frenchmade Hammer guided aerial bomb four USmade HIMARS MLRS projectiles and 58 UAVsSlavyangrad,,1736828635,9083,7
107177,2024-08-26T17:30:39+00:00,Russian Defence Ministry report on the progress of the special military operation 26 August 2024Part IIn Volchansk and Liptsy directions units of the Sever Group of Forces inflicted losses on formations of the AFU 82nd Air Assault Brigade 36th Marine Brigade 13th and 17th national guard brigades near Glubokoye Liptsy Volchanskiye Khutora Kharkov region and Pokrovka Sumy regionThe enemy lost up to 90 servicemen two motor vehicles one 152mm D20 gun two 122mm D30 howitzers and two counterbattery warfare stationsThe units of the Zapad Group of Forces improved the tactical situation inflicted losses on manpower and hardware of the 30th 44th 67th 115th and 116th mechanised brigades 4th Tank Brigade of the Armed Forces of Ukraine 110th and 241st territorial defence brigades near Sinkovka Petropalovka Tabayevka Kharkov region Stelmakhovka Makeyevka Nevskoye Lugansk Peoples Republic Torskoye Donetsk Peoples Republic and Serebryansky forestry The Zapad Group of Forces also repelled four counterattacks of 1st 4th national guard brigades and 12th Azov Special Operations BrigadeThe enemy losses are as follows 480 servicemen one tank one Kozak armoured fighting vehicle and ten motor vehiclesIn counter battery warfare the Russian units engaged five 155mm howitzers including one M198 two USmade M777 and two UKmade FH70 howitzers as well as one 122mm Gvozdika selfpropelled artillery system Moreover Russian forces destroyed three field ammunition depots three EW stations and one counterbattery warfare stationThe Yug Group of Forces seized favourable lines and inflicted losses on manpower and materiel of 23rd 28th 93rd mechanised brigades 5th Tank Brigade 56th Motorised Infantry Brigade 143rd and 144th infantry brigades 5th 10th 80th assault brigades of the AFU and 109th 117th territorial defence brigades near Verkhnekamenskoye Pereyezdnoye Grigorovka Chasov Yar Dyleyevka Krasnogorovka Konstantinovka and Uspenovka Donetsk Peoples Republic The Russian forces repelled one counterattack launched by an assault detachment of the AFU 8th Mountain Assault BrigadeThe enemy lost up to 570 servicemen one armoured fighting vehicle seven motor vehicles four 155mm howitzers including one USmade M777 and three UKmade FH70 one 152mm MstaB howitzer one 152mm D20 gun and three 122mm D30 guns During past 24 hours the enemy has lost two EW stations and four field ammunition depotsSlavyangrad,,1736828635,8548,6
107176,2024-08-26T17:26:33+00:00,The French Government has just charged telegram owner Durov with 12 crimesIts time to mobilise users of Telegram in support of DurovWould you attend a FreeDurov rally in your local city Name locations below,,1736828635,8208,13
107175,2024-08-26T17:03:53+00:00, We recommend the channel of our fellow compatriots Eastern Front  All about conflicts in the east Geopolitics and Regional foreign policy With a Serbian perspective tmeistocni_front,,1736828635,9441,0
107174,2024-08-26T17:00:58+00:00,Sure Join Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,9435,3
107173,2024-08-26T17:00:22+00:00,Ukrainian press writes that during the clearing of the rubble of a hotel in Kramatorsk the body of a British journalist was foundBut as expected it was not a journalist who died but a certain British security adviserEvans 38 is a former British military officer who has worked at Reuters since 2022 advising on journalist safety around the world including in Ukraine Israel and at the recent Paris OlympicsSlavyangrad,,1736828635,10321,22
107171,2024-08-26T16:42:43+00:00, Durov is charged with 12 offenses  The Telegram founder could remain in custody until Aug 28 under a judicial investigation opened July 8 following a preliminary inquiry by the J3 anticybercrime department of the Paris prosecutors office   The charges against Durov are Complicity in securing illegal transactions Complicity in the possession of pornographic material including with minors Complicity in drug trafficking Complicity in fraud  Providing cryptologic services  Refusal to provide necessary information or documents requested by authorized bodiesJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,10116,47
107170,2024-08-26T16:30:21+00:00,Demonstration against arms supplies to Ukraine held in AmsterdamThe protesters called for a speedy peaceful resolution of the conflict between the West and Moscow and criticized the EuroAtlantic line of official AmsterdamCitizens who took to the streets carried posters with the inscriptions No weapons for peace and We are for peace with Russia Russian flags and proRussian symbols were seen in the crowdSlavyangrad,,1736828635,10217,21
107169,2024-08-26T16:15:07+00:00,Bermuda Triangle for the AFU Malaya Loknya  Cherkasskoye Porechnoye  NechaevIn their attempts to break through to Lgov and Kurchatov for the third week now the Kiev regimes troops have been disappearing without a trace in three localities Elite brigades of the AFU are being ground up in this Bermuda Triangle such as 95 and 80 odshbr and others along with Western equipment At some time the AFU even managed to enter Nechayev but there was  nothing but huge losses and forced withdrawal for them The plans of the AFU command prioritized the capture of these settlements but why did the plan fail First of all because of the incorrect assessment of the capabilities of the Russian Armed Forces to transfer reserves to the threatened areas  incorrect assessment of their troops mass failures of personnel and ammunition after the order to enter Russian territory problems with communications and Starlink on Russian territory Life did not prepare the AFU for such a scenario At present fierce fighting is continuing there and the AFU is transferring new reserves which according to plans were supposed to fulfill completely different functions Now this territory is turning into another graveyard of NATO military equipment and AFU soldiersNorth WindJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,10724,17
107168,2024-08-26T16:00:12+00:00, Today in the morning the Armed Forces of the Russian Federation delivered a group strike by longrange air and seabased precision weaponry as well as OperationalTactical Aviation of the Russian Aerospace Forces attack unmanned aerial vehicles at the critical power infrastructure of Ukrainian defence industryStrikes were delivered at power substations in Kiev Vinnitsa Zhitomir Khmelnitsky Dnepropetrovsk Poltava Nikolayev Kirovograd and Odessa regions Compressor stations supporting operations of the Ukrainian gas transportation system were hit in Lvov IvanoFrankovsk and Kharkov regions Moreover strikes were delivered at the depots of aircraft armament supplied to Kiev regime by Western countries at airfield in Kiev and Dnepropetrovsk regionsAll the assigned targets have been destroyed resulting in power outages and disruption of railway transportation of arms and ammunition to the line of contact Russian Defence Ministry,,1736828635,10050,13
107167,2024-08-26T15:55:32+00:00, Ukraine Watch is on the outlook for all things political and beyond  7 days a week of breaking news rapid translations and immersive longreads all with a Russkie twist We stand with the Orthodox Church against persecution at hands of Zelensky regime  and we document Kievs crimes Join Ukraine Watch  endorsed by Slavyangrad and other major Telegram channels,,1736828635,10833,0
107166,2024-08-26T15:45:06+00:00,Pavel Durov is accused of refusing to cooperate in connection with cybercrime and financial crimes on Telegram Reuters reports citing a police spokesmanSlavyangrad,,1736828635,11393,37
107165,2024-08-26T15:36:43+00:00,After the Vinnitsa 750 kV substation left the chat there is practically no light in Vinnitsa and now there is also no water And this is just one substation the blow to which practically paralyzed the life of the city with a population of 400 thousand people Join Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,11521,10
107163,2024-08-26T15:30:55+00:00,Fake Russian military aircraft Tu95 has disappeared from radar Ukrainian Telegram channels report citing the Crimean Wind channelFact Russian military aircraft successfully returned to their bases If the Tu95 plane had really crashed there would have been a lot of photos and videos from random witnesses on social media However Ukrainian propaganda is giving out information without any confirmationIn addition a considerable amount of time has passed since the combat mission to destroy military facilities was completed much more than it takes for the aircraft to return to their deployment locationFinally a source in the Russian Aerospace Forces command denied the information All strategic bombers returned to their basesIt should be noted that the leak was made by an ukrainian propaganda channel which is masquerading as a Russian one This fake  a halfhearted attempt by Ukrainian media to somehow play off todays attack by the Russian Armed Forces on strategic facilities in Ukraine exposing another nonexistent peremoga victorySlavyangrad,,1736828635,11529,7
107162,2024-08-26T15:15:06+00:00,The Kiev administration requested a repeat missile strike on the hydroelectric power station in Vyshgorod Yes you read that right Well they didnt say that directly of course The head of the Kiev OVA Ruslan Kravchenko simply stated here that there was no significant damage after the attack Again Again Slavyangrad,,1736828635,11628,7
107161,2024-08-26T15:00:31+00:00,The American nuclear arsenal and related infrastructure are significantly outdated and need to be reequipped the Wall Street Journal writes citing sourcesThe projected 10year service life of the missiles located inside 450 launch silos expired decades ago The cost of modernization is about 141 billion according to the WSJSlavyangrad,,1736828635,13179,37
107160,2024-08-26T14:55:33+00:00, Tired of onesided coverage of events in the media Its time to subscribe to Sputnik AfricaHere you will find Stereotypefree news about whats happening in Africa and around the world The latest information on the Ukrainian conflict Weekly podcasts dedicated to the hottest topics Exclusive interviews analyses and expert insights Podcasts videos with English subtitles and simple explanations of key issues Get hip on Africas latest Subscribe to Sputnik Africa,,1736828635,11851,0
107159,2024-08-26T14:48:24+00:00,Presumably the video was recorded a second after the Kh101 cruise missile hit the Kiev hydroelectric power stationSlavyangrad,,1736828635,12051,10
107158,2024-08-26T14:30:30+00:00,Berlin does not share the position of the Czech President that Nord Stream was a legitimate target and considers undermining it a crime said the official representative of the German Cabinet Steffen HebestreitInnas note this situation reminds me a kindergarden dispute when kids just threw the ball to a window and now everyone blames the other when in reality an hour ago all they were cheerfully greeting the naughty boy who threw the ball but there is no balls to point at himSlavyangrad,,1736828635,12594,19
107157,2024-08-26T14:00:40+00:00, The Armed Forces of the Russian Federation continue to repel the AFU attempt to invade the territory of the Russian FederationUnits of the Sever Group of Forces supported by Army Aviation and artillery repelled attacks launched by the enemys assault detachments in the direction of Kremyanoye Malaya Loknya and Nechayev as well as thwarted attempts to launch attacks in the direction of Komarovka Spalnoye Korenevo Pogrebki and OlgovkaThe AFU losses amounted to up to 30 troops killed and wounded One tank three armoured fighting vehicles and one motor vehicle were neutralisedRussian troops continue reconnaissance and search operations to detect and neutralise hostile sabotage and reconnaissance groups in forest belts attempting to get into the Russian territoryAviation artillery and troops destroyed manpower and materiel clusters of the 22nd and 115th mechanised brigades 82nd Air Assault Brigade 1004th Security and Service Brigade near Apanasovka Borki Vishnyovka Victorovka Desyaty Oktyabr Kruglyenkoye Loknya Mikhaylovka Novoya Sorochina Plekhovo Snagost and YuzhnyOperationaltactical aviation delivered strikes at manpower and materiel clusters of the 22nd 41st 54th mechanised brigades 17th Tank Brigade 80th 82nd 95th Air Assault Brigade 36th Marine Brigade of the AFU reserves 1st National Guard Brigade 103rd 106th 129th territorial defence brigades near Belopolye Bunyakino BoyaroLezhachi Baranovka Druzhba Zapselye Katyerinovka Malushino Pervomayskoye Orlovka Pustogorod Svessa Sumy Khotyen Chervonoye and Yastryebinoye For the last 24 hours AFU losses amounted to over 400 troops 27 units of armour including one tank two infantry fighting vehicles three armoured personnel carriers 21 armoured fighting vehicles five artillery guns two mortars 11 motor vehicles and one USmade ANTPQ50 counterbattery warfare radar  Since the beginning of hostilities in Kursk region the enemy lost up to 6200 Ukrainian troops 73 tanks 33 infantry fighting vehicles 61 armoured personnel carriers 404 armoured fighting vehicles 188 motor vehicles 42 artillery guns five surfacetoair missile launchers 11 MLRS launchers including three of  HIMARS and one of MLRS nine EW stations two counterbattery warfare radars one AD radar five engineering vehicles such as two counterobstacle vehicles and one UR77 mine clearance systemThe operation to neutralise the AFU units is in progress Russian Defence Ministry,,1736828635,12075,15
107156,2024-08-26T13:55:32+00:00, Gaganauts of Geopolitics is your No1 source for South Asian news on TGHere youll find MEMES about western clown politicians  mighty multipolar leaders Eyeopening revelations about REGIME CHANGE attempts on the Indian subcontinent Exposure of FAKE NEWS  HYPOCRISY of the WestGet the inside scoop with us  JOIN HERE,,1736828635,12837,1
107155,2024-08-26T13:45:07+00:00,New explosions in Kiev A bunch of geraniums are still flying over the skySlavyangrad,,1736828635,13293,25
107154,2024-08-26T13:30:05+00:00,Putin ordered funding from the federal budget for territorial defense units in the Belgorod Bryansk and Kursk regionsIn addition to funding territorial defense units in border regions President Putin also instructed the government to Compensate for damage caused as a result of shelling to border industrial and agricultural enterprises and also consider the issue of compensation for employees of enterprises that have suspended their activitiesConsider the needs of the Belgorod Bryansk and Kursk regions for special transport and organize its supplyOrganize the enrollment of evacuated children in educational institutions including fulltime education in sanatoriums and childrens summer camps Consider the possibilities of organizing distance learning for children from the Belgorod Bryansk and Kursk regions Ensure the provision of onetime financial assistance to citizens affected by emergencies without any application Establish the procedure for using housing certificates for the purpose of housing restoration Organize training for evacuated students from colleges and universities with enrollment in education at the expense of budgetary funds and the provision of a dormitory To ensure uninterrupted access to mobile radiotelephone communications and the Internet in the Belgorod Bryansk and Kursk regions Provide prompt assistance to the Belgorod Bryansk and Kursk regions to ensure readiness for the heating seasonProvide assistance in finding employment for evacuated citizensSlavyangrad,,1736828635,14278,24
107153,2024-08-26T13:01:54+00:00, A DEEP STATES WORST NIGHTMARE  Elon Musk RFK Jr to advise Trumps cabinet if reelected Musk will apparently cut the fat from  government while RFK Jr would lead the Making America Healthy Again initiativeRFKs incessant Zionism though how will we avoid WWIII BossBoost us here IntelRepublic,,1736828635,12111,26
107152,2024-08-26T12:47:39+00:00,Volodymyr Zelensky stated that this morning alone the Russian Armed Forces launched more than 100 missiles of various classes as well as over 100 kamikaze UAVs at targets on the territory of UkraineSlavyangrad,,1736828635,14134,13
107151,2024-08-26T12:43:33+00:00,Kievregion  Geran2 strike UAVs in the indicated directionSeveral regions of Ukraine are under repeated attacksSlavyangrad,,1736828635,14527,8
107150,2024-08-26T12:31:08+00:00,Peskov We do not yet know what exactly Durov is accused of we have not heard any official statements on this matter And before saying anything we should wait for the situation to become clearer what exactly they are trying to incriminate Durov with Without this it would probably be wrong to make any statementsJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,14462,17
107149,2024-08-26T12:24:19+00:00,Interim data on arrivals in UkraineLvov  10IvanoFrankovsk  6Lutsk  3Rovno  2Ternopol  3Khmelnitsky 5Vinnitsa  7Zhitomir  3Kiev airport Zhulyany  2Kiev  9suburbs of Kiev  2Kirovograd  1Odessa  5Krivoy Rog  2Zaporozhye  2Dnepropetrovsk  2Kremenchuk  2Mirgorod  1Chernigov  1Poltava  1Kharkov  4Nikolaev  3Not final data According to reports Kiev had at least 15 arrivals but it paints a picture of how big the attack was BTW air alarm again in KievSlavyangrad,,1736828635,14154,42
107147,2024-08-26T12:17:36+00:00,According to incoming reports the Russian Army is firmly in control of the waste heap near Mikhailovka Selidovo is visible as if on the palm of your handSlavyangrad,,1736828635,14011,14
107146,2024-08-26T12:13:58+00:00,Details of the results of the massive strike on targets in Ukraine The targets of the strike were electrical substations in the Kiev Vinnytsa Zhitomir Khmelnytskyi Dnepropetrovsk Poltava Nikolaev Kirovograd and Odessa regionsGas compressor stations in Lvov IvanoFrankovsk and Kharkov regions were affected They ensure the operation of the gas transportation system of UkraineThe strikes were carried out on storage sites for aviation weapons transferred to Kiev by the West at airfields in the Kiev and Dnepropetrovsk regionsAs a result there are interruptions in the power supply and the railway transportation of weapons and ammunition to the line of combat contact has been disruptedSlavyangrad,,1736828635,16191,43
107145,2024-08-26T12:12:02+00:00,The 750 kV Vinnitsa substation is on fire  data from the NASA landscape fire monitoring satellite serviceThe fire at the substation started as a result of an attack todaySlavyangrad,,1736828635,13353,18
107143,2024-08-26T12:10:06+00:00,Footage of the attack on the Kiev hydroelectric power station Explosions are heard again near the capitalExplosions are thundering again in the Kiev region Local resources are publishing new footage of the impact on the dam of the Kiev hydroelectric power station the fire is still not extinguishedEmergency power outages continue across Ukraine following the morning retaliatory strikesSlavyangrad,,1736828635,15446,30
107142,2024-08-26T12:02:01+00:00,Army aviation is involved in the liquidation of Ukrainian units operating in the Kursk region on a daily basis In the footage on the positions of militants identified by intelligence the work of the Mi28 Slavyangrad,,1736828635,13565,9
107140,2024-08-26T11:55:22+00:00,  What the modern diplomacy is about  And why do states sometimes make completely illogical moves on the chessboard Russian Diplomat will help you not to go nuts in the ocean of information and show the war through the eyes of the eyewitness   Daily top of international agenda world and Russian history in simple words interesting interviews expert analysis of the political economic and social situation reports from the ground zero of impending world conflictFrom Russia with love to the East ,,1736828635,13953,3
107134,2024-08-26T11:31:06+00:00,The aftermath of a missile strike on enemy facilities in OdessaJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,14906,15
107133,2024-08-26T11:02:02+00:00,Missiles fucking up the 404 infrastructureThe famous F16s  somewhere in the countryside of PolandSlavyangrad,,1736828635,15165,59
107132,2024-08-26T10:41:12+00:00,The machine room of the Kiev hydroelectric power station was damaged as a result of a missile strike this morningSlavyangrad,,1736828635,15102,8
107131,2024-08-26T10:30:11+00:00,Despite Ukraines Kursk invasion gamble Russia is closing in on a big victory The British have recognized the utter pointlessness of Kievs attack on Russia  it only helped Moscows successes in DonbassRussias offensive on the crucial logistics hub of Pokrovsk which has been in its crosshairs for so long is gaining momentum The government in Kiev ordered the forced evacuation of the town last week  In telephone conversations with the Sunday Times Ukrainian military commanders struggled to explain the apparent collapse of Pokrovsk Some blamed a shortage of artillery shells others blamed new Russian tactics But all agree that one of the biggest problems is significant numerical superiority The situation is difficult we are losing positions the enemy is pushing us back said Capt Dzvenislava Rymar of the 47th Brigade which is taking part in the fighting near Pokrovskoye  The men are exhausted We need fresh forces No matter how well trained our fighters are the Russians still manage to crush us with their numbers Its impossible to hold a defense when there are only 23 of you and 1020 men coming at you Ukraine had hoped that its recent invasion of Russias Kursk region would ease the burden on the AFU in Donbass It didnt It has not affected our part of the front line in any way Rymar said  Russian attacks continue all the time If Pokrovsk falls it will be the largest settlement captured by the enemy since the Russians took Bakhmut last MayJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,16932,62
107129,2024-08-26T10:01:27+00:00,This is the Saratov region which was attacked by Ukrainian UAVs overnight Multistorey buildings in Saratov itself and its satellite city Engels were hitOne woman was seriously injured Local resources report that she is currently on ventilator doctors are fighting for her lifeJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,15120,13
107127,2024-08-26T09:41:07+00:00, The dam of the Kiev reservoir has been hitEarlier authorities said that the passage along the dam in both directions is blockedJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,17388,43
107126,2024-08-26T09:30:17+00:00,Regarding the Kolomyia airfield where the F16s could have been parkedAs long as there is no objective control of the hit there is no point in talking about damage In the case of this facility it is important to remember that it is not just some auxiliary airfield but a strong and remote from the front line site with concrete to receive any air transport of the highest category  protected hangars In Soviet times the 48th Independent Guards Reconnaissance Air Regiment with Il28R Yak27R Yak28U Su17 MiG25RB and Su24MR airplanes the latter by the way are used by Ukraine as carriers of Storm Shadow cruise missiles stood at Kolomye In other words practically any aircraft can be driven hereTo damage this facility you need not one not two and not even five missiles but at least ten at least one for each concrete hangar And if we add to this open parking lots and infrastructure plus a strike on the concrete then the number of missiles for a strike in a good way should be at least doubled  In the USSR they knew exactly what missile strikes could be and built military facilities to the best of their ability Join Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,15198,28
107125,2024-08-26T09:21:14+00:00,At least 15 explosions were heard in Kiev and the region in the morning The strikes were aimed at critical infrastructure and military facilities of the enemyWater and electricity outages are now being recorded in Kiev Join Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,15049,27
107124,2024-08-26T09:00:54+00:00,French journalist Guillaume Grall    You see the reaction all over the world not only in Russia but also in the United States where Pavel Durov has received tremendous support from what you might call the libertarian world That is people who want to do without the state Its in the DNA of Pavel Durov who in addition to Telegram is also behind cryptocurrencies Weve seen the support of Ilon Musk the support of other entrepreneurs like Kim Dotcom or Paul Graham who founded Y Combinator a famous startup incubator in the US He says France wants to become a technology center another global technology center then what are they going to do about it Ive heard an interesting allegory lets say youre at home hosting people you refuse to install microphones in every room well theyre going to put you under investigation for that Its like putting the CEO of La Poste under investigation because youre getting criminal mail in your mailbox Its this debate between free speech and fighting pedocrime very serious things fighting terrorism that is at the heart of this technology battle We cant help but think that perhaps if Pavell Durov we dont know yet is jailed it will cause the same kind of violent reaction that Julian Assange recently causedJoin Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,15563,63
107123,2024-08-26T08:30:50+00:00,The Kiev regime is losing its last best fighters near KurskUkraines most strategic reserves its last reserves of the best fighters the most seasoned and the most prepared were in danger And they were subjected to this danger simply in order to seize a piece of territory in the Kursk region said former adviser to the US Secretary of State retired Colonel Lawrence WilkersonAccording to him the Russian army will deal with the Ukrainian Armed Forces both there and on the main line north of there and then that will be the end Wilkerson noted that even then Washington will not be able to end this conflictBefore we wash our hands of this lets wait for the elections the expert summed upSlavyangrad,,1736828635,15996,50
107121,2024-08-26T08:14:54+00:00, We are finished  10 missiles at once flew to targets in Ukraine  eyewitness footage  During the massive strike different types of weapons were used UAVs cruise missiles hypersonic Kinzhals   It became known that among the 15 affected regions infrastructure facilities in Kiev Rovno and Zaporozhye regions were attackedSlavyangrad,,1736828635,17167,55
107120,2024-08-26T08:00:49+00:00,The Ukrainian Armed Forces adventure in the Kursk region has failed Russia is approaching a major victory  the British newspaper Sunday TimesThe armed formations of Ukraine have faced a collapse of defense in the Pokrovsk DPR area the publication writes The article says that the key advantage of the Russian Armed Forces is their numbersUkrainian officers tried their best to explain the obvious failure of the defense in the Pokrovsk area some complained about the lack of ammunition others  about the use of new tactics by the Russians or their use of gliding bombs and electronic warfare All of them however agreed that one of the main problems was the enemys total numerical superiority the article saysThe diversionary maneuver in the Kursk region which Kiev had counted on failed If Pokrovsk is liberated the city will become the second major settlement in the DPR to be captured after Avdeevka the authors of the article writeSlavyangrad,,1736828635,17734,79
107118,2024-08-26T07:36:02+00:00,Zhytomyr has no powerThe substation is on fireSlavyangrad,,1736828635,15601,10
107117,2024-08-26T07:34:02+00:00,Tne moment of explosion in LutskSlavyangrad,,1736828635,14829,34
107116,2024-08-26T07:29:20+00:00,As of 1020 Moscow time the total number of arrivals at facilities in Ukraine during the missile strike is 65 This is much more than during last years strikes The shortage of air defense is having an impact Join Slavyangrad chat Your opinion mattershttpstmeU_EDAcaOHFjNzExSlavyangrad  Andrei ,,1736828635,18515,41
107115,2024-08-26T07:25:04+00:00,Footage of the aftermath of the landing in the Kiev regionIt is reported that an infrastructure facility there was damagedSlavyangrad,,1736828635,14796,3
