id,date,message,from_id,chat_id,views,forwards
65599,2024-08-26T06:19:15+00:00,There is no water in Shevchenkivskyi Svyatoshinskyi Solomenskyi and Goloseevskyi districts of Kiev  local media,,1310984791,50742,45
65598,2024-08-26T06:18:14+00:00,Lutsk A column of smoke after a missile strike,,1310984791,47244,30
65597,2024-08-26T06:16:53+00:00,Three more explosions thundered near Zhulyany airport in Kiev  Ukrainian media,,1310984791,46820,35
65596,2024-08-26T06:16:39+00:00,Ukrainian media reports explosions in Lviv,,1310984791,46592,21
65595,2024-08-26T06:16:30+00:00,Emergency power outages introduced throughout Ukraine  energy company,,1310984791,46739,42
65594,2024-08-26T05:58:03+00:00,Emergency power outages are being introduced in the Nikolaev region the mayor of Nikolaev reported,,1310984791,46810,37
65593,2024-08-26T05:57:39+00:00,Power outages in Kyiv confirmed by Klitschko,,1310984791,46359,54
65592,2024-08-26T05:56:05+00:00,Explosions were heard in Rivne,,1310984791,44843,12
65591,2024-08-26T05:55:11+00:00,Zhitomir region repeat arrivals,,1310984791,44600,10
65590,2024-08-26T05:53:19+00:00,The explosions have finally reached western Ukraine with reports of loud noises in IvanoFrankivsk and LvivIt is also reported that rockets are suddenly flying towards Zakarpattia Repeated explosions have been recorded in Zhitomir,,1310984791,45167,36
65588,2024-08-26T05:52:48+00:00, Odessa,,1310984791,43902,36
65587,2024-08-26T05:36:48+00:00,Explosions In Odessa,,1310984791,44250,31
65586,2024-08-26T05:31:15+00:00,Explosions in Zaporozhye Krivoy Rog and in the Chernihiv region,,1310984791,45125,29
65585,2024-08-26T05:28:08+00:00, Explosions are heard in KievAccording to local channels at least three explosions were heard Where exactly is not specified Before that the landing was recorded in Khmelnitsky,,1310984791,46799,38
65584,2024-08-26T05:27:20+00:00, Explosions are also heard in the Volyn and Chernihiv regionsIn particular loud sounds were heard in Lutsk Volyn region,,1310984791,46853,29
65583,2024-08-26T05:27:03+00:00,Dnepropetrovsk Several explosions,,1310984791,46322,32
65582,2024-08-26T05:25:56+00:00,Explosions now in western Ukraine  missiles target Khmelnitsky,,1310984791,44736,49
65580,2024-08-26T05:25:07+00:00,Flight of Geran over the Kyiv and Dnepropetrovsk regions,,1310984791,46200,30
65578,2024-08-26T04:48:05+00:00,Drone operators have discovered an American M2A2 Bradley IFV near a forest plantation and accurately launched an FPV drone into the roof of the turret Pokrovsk direction,,1310984791,49669,33
65577,2024-08-26T04:32:30+00:00,According to Ukrainian resources there are currently at least 4 carriers of Kalibr cruise missiles in the Black Sea with a total salvo of up to 28 missiles,,1310984791,46175,25
65576,2024-08-26T04:30:31+00:00,Monitoring resources report serious activity by the strategic aviation of the Russian Aerospace Forces as well as carriers of Kalibr cruise missiles in the Black SeaA significant presence of the Geran2 kamikaze UAV has been noted in Ukrainian airspaceLaunches of airlaunched Kh101 cruise missiles by Tu95MS bombers have been announced Eleven strategists and several MiG31Ks with Kinzhal hypersonic missiles have been reported,,1310984791,46612,54
65573,2024-08-26T04:23:56+00:00,The aftermath of a drone crash into a multistory building in Engels Almost two dozen cars were damaged by debrisAlso debris from one of the drones damaged the roof of a hardware store,,1310984791,49787,44
65572,2024-08-26T03:55:16+00:00,Ossetian volunteers from the Special Operations Unit Sarmat of the Donbass Wild Division and a captured BMP2 of the Ukrainian Armed Forces in the Kursk region,,1310984791,46663,50
65571,2024-08-26T03:52:52+00:00,Accurate landing of the FPV wing Molniya on a group of Ukrainian soldiers in the Seversk direction,,1310984791,46480,41
65567,2024-08-26T03:51:14+00:00, In the morning at about 600 local time Saratov and Engels were attacked by enemy dronesHits in residential apartment buildings were recorded In Engels a UAV hit the roof of a building on Pushkin Street in Saratov  in the Volga Sky residential complexPreliminary reports indicate that two people were injured when a drone crashed into the 38story Volga Sky residential complex in Saratov,,1310984791,57364,122
65566,2024-08-25T21:51:32+00:00,The Telegram team responded to the detention of the messengers founder Pavel DurovDurov has nothing to hide and travels frequently throughout Europe It is absurd to claim that the platform or its owner are responsible for the abuse of this platform the statement saidIt is also reported that Telegram complies with EU laws including the Digital Services Act  its moderation is in line with industry standards and is constantly being improvedWe are waiting for this situation to be resolved as soon as possible Telegram is with you they added in Telegram,,1310984791,63740,201
65564,2024-08-25T20:30:22+00:00,The Ukrainian Foreign Ministry reports that Belarus is planning an attack and calls on them to come to their sensesAccording to Ukrainian intelligence Belarus has pulled Wagnerites and its army to the border with UkraineWe call on Belarusian officials not to make tragic mistakes for their own country under pressure from Moscow  and on its armed forces to stop unfriendly actions and withdraw troops from the state border of Ukraine to a distance that exceeds the range of the existing fire systems in Belarus the Ukrainian Foreign Ministry said,,1310984791,67426,194
65563,2024-08-25T18:11:41+00:00,Durovs former press secretary called the US responsible for the arrest of the Telegram founderMost likely this is an attack from the US which has been hunting Durov for a long time and Durov has always said this he saidHe added that there is no point in discussing the actions of the French authorities since they do not play a role,,1310984791,80764,488
65562,2024-08-25T17:46:11+00:00,The arrest of Durov is equivalent to the arrest of the chief of communications of the Russian army  said the head of the Center for the Development of Transport Technologies Alexei RogozinThe transmission of intelligence artillery adjustments broadcasting of video feeds from copters and much more is really done very often today via Telegram,,1310984791,80546,564
65561,2024-08-25T14:42:06+00:00,Footage of the destruction of the Ukrainian ST68 radar or its highquality model by a Lancet strike in the area of the village of Shevchenkove in the Sumy region,,1310984791,67915,49
65560,2024-08-25T12:17:43+00:00,Russian officials ordered to delete official correspondence on TelegramAccording to Bazas sources such an order was given to employees of a number of law enforcement agencies as well as officials of the presidential administration and the Russian government In addition according to sources such an order was given to senior officials of the Russian Defense Ministry as well as some major businessmenAt the same time some of the officials interviewed by Baza said that they had not received any instructions to delete the correspondence However they expect such instructions from their superiors as early as next Monday or Tuesday,,1310984791,74275,463
65559,2024-08-25T11:16:05+00:00,Kherson directionFAB500 with UMPK falls on enemy equipment storage sites,,1310984791,70613,42
65555,2024-08-25T10:45:19+00:00,The Russian Armed Forces advanced south of Konstantinovka and took a fortification on the way to Vodyanoye,,1310984791,65619,47
65554,2024-08-25T09:26:56+00:00,The Russian Embassy in Paris has asked the French authorities for an immediate explanation of the reasons for Durovs detention the diplomatic mission reported,,1310984791,67600,224
65547,2024-08-25T08:24:28+00:00,Lebanons Hezbollah said it fired more than 320 rockets at Israel in the early hours of August 25The movement claims that 11 military infrastructure facilities were hit some of them in the Golan HeightsIsrael carried out strikes on southern Lebanon the day before The government called them preventive Prime Minister Netanyahu said that thousands of missiles were destroyed in this way apparently while still on the groundIsraeli authorities say two hundred Lebanese rockets have been launched Airports in the country have been closed,,1310984791,63841,144
65546,2024-08-25T07:24:48+00:00,Pavel is due to appear in court today French media reports,,1310984791,69796,170
65545,2024-08-25T06:48:16+00:00,Kherson directionFighters from the 18th Army destroyed the positions of the Ukrainian Armed Forces with personnel on the right bank of the Kherson region,,1310984791,62956,17
65544,2024-08-25T06:39:40+00:00,In Sumy Oblast another MLRS was destroyed after being visited by an Iskander,,1310984791,63183,69
65543,2024-08-25T06:38:19+00:00,Hezbollah fired 320 rockets at Israel overnight attacking 11 military targetsArrivals are noted in various places both at military and civilian facilitiesHezbollah said it was the first wave of retaliation for Israels killing of one of its leadersIsrael in turn launched missile and bomb strikes on southern Lebanon,,1310984791,61911,63
65542,2024-08-25T05:31:42+00:00,More footage of UAV operators from the Aida group of the Akhmat special forces working on Ukrainian Armed Forces transport in the Kursk region,,1310984791,62655,29
65541,2024-08-25T05:23:55+00:00, Amid news of Pavel Durovs arrest in France shares of the TON cryptocurrency used in Telegram began to fall sharplyIn the last hour alone they have fallen by 8,,1310984791,59810,165
65540,2024-08-25T04:58:35+00:00,South Donetsk direction drone operator Baga from the Aleppo detachment of the Vostok group has had a bit of fun at the enemys positionAs a result of precise landings the Ukrainian Armed Forces bunker was dismantled,,1310984791,57424,26
65537,2024-08-25T04:56:24+00:00,Russian troops advanced in the Pokrovsky direction in Novogrodovka approaching the city centerThe military public Deep State writes about thisThey also approached Selidovo from Marinovka and Nikolaevka Less than three kilometers remained from the front line to the eastern edge of the cityIn addition Russian troops advanced northeast of Ugledar in the Vodyanoye areaIn the Krasnogorovka area Russians launched an assault to the west of the city and landed troops from armored vehicles,,1310984791,55632,33
65536,2024-08-25T04:48:48+00:00,Another dejected M2A2 ODSSA Bradley IFV of the Ukrainian Armed Forces in the Donetsk direction,,1310984791,57530,42
65535,2024-08-25T04:19:08+00:00,Destroyed Ukrainian selfpropelled gun 2S1 Gvozdika in the Kharkiv region,,1310984791,56547,19
65534,2024-08-25T04:14:51+00:00,The results of the hook on the Kursk region are bearing fruit very quickly,,1310984791,57158,77
65533,2024-08-25T04:08:49+00:00,Darkness is quickly descending on the once free worldTucker Carlson is shocked by Durovs arrest in his opinion it is a blow to democratic values and Elon Musk could be next in line It wasnt Putin who put him in jail for free speech It was a Western country an ally of the Biden administration and an active member of NATO that locked him up Pavel Durov sits in a French prison today a living warning to any platform owner who refuses to censor the truth at the behest of governments and intelligence agencies Darkness is quickly descending on the once free world wrote American journalist H on social media,,1310984791,64895,430
65532,2024-08-25T04:05:00+00:00,Meanwhile Telegram founder Pavel Durov was detained and placed into custody in FranceFrench investigators accuse Durov of refusing to cooperate with security forces which makes him an accomplice to numerous serious crimesTF1 reports that Durov is due to appear in court tomorrow where he will be charged with a whole list of charges including count them on your fingers terrorism drugs complicity fraud money laundering concealment child criminal content  etcHowever it is obvious that the main complaint of the French authorities and more broadly the European ones against the founder of Telegram is the encrypted messages in the messenger to which the security forces do not have accessAccording to this list of charges Durov could face up to 20 years in prison  and given that Pavel has French citizenship where he was detained there is no reason to expect his transfer to another countryAlthough the news is not military we are all in Telegram so it is obvious that this event will influence the fate of the messenger,,1310984791,70702,606
65531,2024-08-24T20:08:03+00:00,Today Putin met with the leadership of the Joint Group of Forces at one of the command posts of the Russian Ministry of DefenseGerasimov and Rudskoy reported on the situation in Kursk Oblast and the current results of the SMO The recording was published without sound,,1310984791,68080,54
65530,2024-08-24T15:39:27+00:00,Finishing off Ukrainian Kozak7 armored vehicles in the village of Russkaya Konopelka in the Kursk region after that very battle between the Russian BMP3 and several enemy armored vehicles at once,,1310984791,71643,73
65529,2024-08-24T15:37:00+00:00,Demolition of a building used by the enemy in Chasov Yar by a strike from the Molniya1 FPV wing by operators of the 98th Airborne Division,,1310984791,71036,46
65528,2024-08-24T14:20:04+00:00,Volchansk direction Minus 1 Stryker and 2 Humvee  the result of a night hunt by FPV crews of the 6th army of the North group,,1310984791,66557,45
65527,2024-08-24T14:10:48+00:00,The Armed Forces of Ukraine do not aim to strengthen their negotiating positions by attacking the Kursk region their tasks are to replenish the exchange fund and prevent an offensive in the Sumy region  Zelensky,,1310984791,63155,53
65526,2024-08-24T13:58:29+00:00,Defeat of a Ukrainian tank on the streets of Novogrodovka  Pokrovsk directionIt is reported that Russian fighters have already advanced towards the center of the settlementThanks to such a rapid advance through the crumbling defenses of the Ukrainian Armed Forces the city by and large remains intact,,1310984791,64098,54
65525,2024-08-24T13:38:32+00:00, I am convinced that the war will soon end with the victory of the forces of freedom of Ukraine over the world of tyranny of Russia  Polish President Duda,,1310984791,60151,107
65524,2024-08-24T12:57:41+00:00,Fighters of the Center group captured a dugout of the Ukrainian Armed Forces near Kamyshevka dead militants of the 68th separate brigade were abandoned by their commanders,,1310984791,61898,59
65523,2024-08-24T12:47:01+00:00,Ermaks mutt Bezuglaya accused Syrsky of preparing to surrender Krasnoarmeysk saying that it would not be possible to hold itThey are laying down straw in advance so that after the loss of Selidovo and Krasnoarmeysk they can blame everything on Syrsky They are not able to cover up this betrayal with an attack on Kursk Oblast,,1310984791,58240,39
65521,2024-08-24T12:32:33+00:00,War correspondent Filatov reports that yesterday the enemy lost up to 1213 people killed in the Krasnogorovka areaThe Russian Armed Forces continue to clear the outskirts of Krasnogorovka,,1310984791,57851,45
65520,2024-08-24T11:59:04+00:00,A burning armored personnel carrier of the Ukrainian Armed Forces in one of the villages of the Kursk region,,1310984791,58672,53
65519,2024-08-24T11:43:11+00:00,The main result of independence is the cemeteries that cover the entire territory of the former Ukraine and the hunt for still living Ukrainians to be buried there,,1310984791,60184,92
65518,2024-08-24T11:32:10+00:00,An exchange of prisoners of war took place  115 Russian conscripts will return home they will undergo treatment and rehabilitationRussia and Ukraine exchanged prisoners of war with the mediation of the UAE 115 of our fighters will return home and Kyiv will receive 115 Ukrainian Armed Forces soldiers Deputy Shamsail Saraliev confirmed that the Russian soldiers captured in the Kursk region were serving their military serviceAll our servicemen arrived in Belarus after the exchange where they had the opportunity to contact their relatives and tell them that everything is fine They will soon be delivered to Russia where they will be able to undergo the necessary treatment and rehabilitation the Defense Ministry reported,,1310984791,57309,65
65517,2024-08-24T11:31:06+00:00,The work of the Smerch and Uragan MLRS at the enemys location in the village of Uspenovka Zaporizhia Oblast Judging by the footage both highexplosive fragmentation rockets and cluster munitions were used,,1310984791,54711,23
65513,2024-08-24T11:30:03+00:00,Near the village of MogritsaRight on the Russian border Zelensky recorded a congratulation on the day of urine independenceAbout 40 km from Sudzha,,1310984791,56975,57
65512,2024-08-24T10:51:45+00:00,Russia has returned 115 servicemen captured in the Kursk region from Ukrainian captivity and 115 Ukrainian Armed Forces servicemen have been transferred in exchange  Russian Defense Ministry,,1310984791,56064,50
65511,2024-08-24T10:02:17+00:00,Western satellite images of newly erected Russian defensive positions south of the Kursk Nuclear Power Plant,,1310984791,59152,100
65509,2024-08-24T09:35:33+00:00,The Israeli army blew up the largest historical mosque Masjid alHaram in GazaAnd before they blew it up they went in there and tore up all the Korans and then burned them,,1310984791,79323,930
65508,2024-08-24T09:34:09+00:00,Footage of a destroyed 122mm selfpropelled howitzer 2S1 Gvozdika of the Armed Forces of Ukraine in the Kharkiv region,,1310984791,54858,42
65507,2024-08-24T09:30:38+00:00,Footage of the FPV drones Molniya1 of the North group of forces in action in the Kursk direction,,1310984791,54377,62
65506,2024-08-24T09:20:55+00:00,Drone strikes substation in Kharkiv region,,1310984791,55380,39
65505,2024-08-24T09:20:07+00:00,The footage shows the destruction of a Ukrainian Armed Forces tank by a Lancet loitering munition in the border area of the Kursk region,,1310984791,55545,44
65504,2024-08-24T09:18:42+00:00,In the morning the enemy admits the complete loss of the villages of Krasny Yar and Krutoy Yar between Grodovka and Novogrodovka Part of the forces defending them retreated to Grodovka part crawled to MirnogradIn Novogrodovka and Grodovka the Russian Armed Forces continue to expand the zone of control,,1310984791,54993,41
65503,2024-08-24T09:11:46+00:00,The Aida group destroys various equipment in the Kursk region The combat score of the Aida group has increased significantly in recent daysThe excellent quality of the drone image can be noted,,1310984791,56895,67
65502,2024-08-24T09:10:22+00:00,Drone operators of the BOBR unit share footage of the destruction of a Ukrainian UAV crew,,1310984791,56765,43
65501,2024-08-24T08:52:32+00:00,On Ukraines independence day Zelensky made a number of statementsThe main thing Those who wanted to turn our lands into a buffer zone must now think about how to prevent their country from becoming a buffer federation Russians will know what Ukrainian retribution is they will know that sooner or later our response will fly to every point in Russia that poses a danger to Ukraine The sick old man from Red Square who constantly threatens with the red button will no longer dictate his red lines to us,,1310984791,62163,116
65500,2024-08-24T04:00:37+00:00,Storming of NovogrodovkaAdvancement of the Russian Armed Forces to the city center,,1310984791,67022,59
65499,2024-08-24T03:03:08+00:00,Destroyed Ukrainian T64BV in Kursk region,,1310984791,66571,34
65498,2024-08-23T22:28:35+00:00, Ukrainian formations are trying to land on the Tendrivska and Kinburn spits in the Kherson region from the Black Sea and the DnieperBug estuary  Governor Volodymyr Saldo saidAlso a number of monitoring channels report the movement of watercraft in the area of the Odessa sea hub numbering more than 200 units,,1310984791,67345,79
65497,2024-08-23T20:00:41+00:00,A Ukrainian special forces sniper aimed an Iskander missile at the deployment point of his own unit  resulting in the destruction of several enemy special forces including the command staffThis became known from the register of court decisions of UkraineIt all happened on November 19 2023 in the Avdiivka direction  Among the officers of the 8th Special Operations Forces of Ukraine regiment who were liquidated at that time was Lieutenant Colonel Andrey Aleksandrovich Babiychuk ,,1310984791,68804,118
65492,2024-08-23T18:45:12+00:00, Destroyed Wahhabi terrorists,,1310984791,66082,314
65491,2024-08-23T15:27:36+00:00,At least 20 American M1A1 Abrams tanks out of 31 transferred to the Ukrainian Armed Forces have already been destroyed by the Russian militaryAccording to the authoritative publication Military Watch Magazine all of them have been lost in the last six months,,1310984791,69502,197
65490,2024-08-23T15:13:57+00:00,The Federal Penitentiary Service reports that 8 employees in Volgograd Correctional Colony No 19 were taken hostage by prisoners four of the hostages were injured and three diedFour of the hostages taken in the Volgograd region were hospitalized one of them died in the hospital the department addedDuring the operation to free the hostages all four criminals were eliminated,,1310984791,66711,89
65489,2024-08-23T15:13:03+00:00,The son and daughterinlaw of Andrei Belousov who was appointed Russian Defense Minister in May have been subject to American sanctionsThis is reported in the sanctions register of the US Treasury Department,,1310984791,65362,45
65488,2024-08-23T14:00:20+00:00,During the assault 23yearold Tajik native Rustamchon Navruzi tried to blow himself up using a suicide vestBut the system didnt work and special forces managed to eliminate him writes Mash,,1310984791,69063,96
65487,2024-08-23T13:59:51+00:00, The assault is over  it lasted half an hour the terrorists in IK19 have been eliminatedAll hostages were rescued,,1310984791,67723,158
65486,2024-08-23T13:45:23+00:00,The assault on IK19 has begun,,1310984791,64839,65
65485,2024-08-23T12:53:07+00:00,French media reported that a Ukrainian source denied Western officials claims that the Ukrainian Armed Forces attack on the Kursk region was not coordinated with themAccording to the source Kyivs allies were informed before the Ukrainian troops attacked the Russian regionHe specifically stressed that the Ukrainian Armed Forces would not have been able to attack the Kursk region behind the allies backs due to the complexity of the operation and the weapons that were used,,1310984791,65327,80
65484,2024-08-23T12:46:47+00:00,Revenge for the terrorists who attacked Crocus  this is how the radicals in IK19 explained their actions  media,,1310984791,62397,59
65483,2024-08-23T12:37:33+00:00,Special forces are already in the Volgograd region preparing for an assault,,1310984791,63427,59
65482,2024-08-23T12:37:12+00:00,Mufti of the Central Spiritual Administration of Muslims of the Volgograd Region It is unclear why these negotiations with criminals are necessary at all To persuade them with kind words To admonish them After all these bandits have killed and done today I emphasize you need to talk to criminals from a position of strength,,1310984791,65739,67
65481,2024-08-23T12:14:36+00:00,Airstrike by the VKS with a FAB1500 bomb on the location of the Ukrainian Forces in Chasov Yar,,1310984791,64153,31
65479,2024-08-23T12:04:23+00:00,Fighters of the Center group in Novogrodovka are carrying out assault operations on Parkovaya Street,,1310984791,60842,36
65478,2024-08-23T12:02:01+00:00,Putin said that the head of the Federal Penitentiary Service reported to him about the situation in Volgograd colony No 19,,1310984791,56572,33
65477,2024-08-23T12:01:19+00:00,Allegedly the identities of those who took hostages in IK19,,1310984791,59722,83
65476,2024-08-23T12:00:37+00:00,As a result of the capture of IK19 at least two employees were killed the head of the detachment and the head of the operational unit  Mash,,1310984791,55386,49
65475,2024-08-23T12:00:15+00:00,The Wahhabis who killed the employees of IK19 demanded 2 million and a helicopter,,1310984791,56221,67
65472,2024-08-23T11:56:49+00:00,More videos filmed by the militants who seized the colonyThe video is not for the faint of heart,,1310984791,60253,384
65471,2024-08-23T11:49:44+00:00,Four FSIN employees injured in the hostage taking in IK19 have been hospitalized Volgograd Governor Andrei Bocharov reported,,1310984791,56147,36
65469,2024-08-23T10:49:19+00:00,Destroyed enemy equipment in Kursk region,,1310984791,58524,41
65468,2024-08-23T10:04:50+00:00,Enemy resources report that the Russian Armed Forces advancing towards Krasnoarmeysk have begun to attack targets on the KrasnoarmeyskKonstantinovka highway more intensively This is not yet complete fire control but problems with its use are growing which in the long term will affect the logistics of the Ukrainian Armed Forces group in DonbasThe situation in the area of Selidovo Kramnoarmeysk and Karlovka continues to deteriorate for the Ukrainian Armed Forces,,1310984791,58381,27
65466,2024-08-23T09:41:24+00:00,The Russian Armed Forces managed to advance in the Microdistrict taking control of the highrise buildings in Toretsk,,1310984791,57735,27
65464,2024-08-23T09:40:31+00:00,Civilians killed by Ukrainian terrorists in Kursk region,,1310984791,55773,134
65463,2024-08-23T09:36:37+00:00,Independent candidate Robert F Kennedy Jr is withdrawing from the US elections Axios reportsAccording to the publication he has already submitted documents and will soon announce it officiallyThere were earlier rumors that Kennedy would withdraw in favor of TrumpAccording to polls Kennedy was gaining about 10 of the vote until the Democrats nominated Kamala Harris who gained about 6 thanks to his supportersTrump said this week that he would probably give Kennedy a position in his administration if Kennedy dropped out of the race and endorsed a Republican,,1310984791,54490,78
65462,2024-08-23T09:00:38+00:00,The IskanderM missile system struck a parking lot for M270 MLRS and support vehicles The strike also detonated a camouflaged ammunition depot located nearby,,1310984791,56059,65
65460,2024-08-23T08:25:38+00:00, One of the two Crotale NG antidrone systems transferred to the Ukrainian Armed Forces by France  taken directly from combat duty was destroyed today by a drone of the Akhmat special forces Aida group in the Kursk border areaThe deal of the century  a drone worth less than 1 thousand euros burns a weapon that is extremely rare in the Ukrainian theater of operations and costs several million euros And there are very few of them in the French army only 10,,1310984791,60046,136
65459,2024-08-23T07:14:42+00:00, In the morning data comes in that our troops have broken through to Novogrodovka from another side from the south and have reached Pokrovskaya Street,,1310984791,56435,32
65458,2024-08-23T07:02:01+00:00,The remains of the crew of the burned American BMP M2A2 Bradley Pokrovsk direction,,1310984791,59308,173
65456,2024-08-23T06:31:15+00:00,Partisan set fire to Ukrainian military vehicles In Odessa,,1310984791,55701,70
65455,2024-08-23T06:30:19+00:00,Regarding the threat alert at NATO air base Geilenkirchen According to BILD a United States intelligence agency issued a warning concerning a potential threat Evidently the American commander at the base possessed sufficient information to warrant the dismissal of nonessential personnel that evening,,1310984791,55683,35
65454,2024-08-23T06:23:55+00:00,Security measures have been increased at the NATO airbase in Geilenkirchen in western Germany due to a possible threat the German newspaper Zeit reported citing a base representativeAs a precaution personnel not involved in critical operations have been sent home Information about the likelihood of a threat was received from intelligence no details were given,,1310984791,56223,43
65453,2024-08-23T06:23:32+00:00,The Ukrainian Armed Forces attempted to attack the Kurchatov nuclear power plant with a kamikaze drone at night a TASS source reported The Ukrainian kamikaze drone was discovered near the Kurchatov NPP spent nuclear fuel storage facility the agencys source added,,1310984791,56995,58
65452,2024-08-23T06:00:20+00:00,Footage from the enemy side A mangled American armored vehicle Cougar H somewhere in the Kursk region Previously unseen,,1310984791,62223,35
65451,2024-08-23T05:44:34+00:00,Ambush on a lone car of Ukrainian militants in Kursk regionApparently the SUV was stolen from one of the local residents,,1310984791,64310,103
65450,2024-08-23T05:40:41+00:00,Regarding yesterdays intrigue with a column of smoke in the Kursk regionAn FPV drone operator from the Aida group was able to destroy a French Crotale mobile air defense system with one drone,,1310984791,64204,40
65449,2024-08-23T05:32:50+00:00,Putin has made a decision on how to respond to the attack on the Kursk region those responsible will be severely punished  Russian Ambassador to Washington Anatoly Antonov,,1310984791,54316,124
65448,2024-08-23T05:32:08+00:00,Democratic presidential candidate and current Vice President Kamala Harris has promised to continue to support Ukraine in the conflict with Russia As President I will stand firmly with Ukraine and our NATO allies Harris said According to the Vice President she warned Kiev about the outbreak of the conflict five days before the fighting began and also helped shape the US diplomatic response to Russias military operation in Ukraine,,1310984791,54101,54
65447,2024-08-23T03:57:07+00:00,The US is allowing Ukraine to counterattack Russia with American weapons during the attack in the Kursk region according to a Pentagon statementOur approaches allow Ukraine to counterattack to defend against Russian attacks from the border regions which includes Kursk and includes Sumy So they are defending themselves against Russian attacks from those regions said Pentagon deputy spokeswoman Sabrina Singh,,1310984791,54837,76
65445,2024-08-23T03:52:56+00:00,Another tank of the Ukrainian Armed Forces in the border area of the Kursk region was destroyed by Russian Lancet,,1310984791,53847,49
65444,2024-08-23T03:52:25+00:00, US to Announce New 125M Aid Package for Kiev on Friday  Associated PressIt will include air defense missiles HIMARS Javelin antitank systems electronic warfare systems as well as 105mm and 155mm shells and other equipment,,1310984791,52807,61
65443,2024-08-23T03:48:53+00:00,German authorities are facing pressure that could force them to curtail their support for UkraineThe New York Times writes about thisAccording to the publication questions about support for Ukraine arise in connection with sharp disagreements in Germany over the budget and growing evidence that Kiev is behind the undermining of the Nord Stream pipelineThe government will find itself in an awkward situation if the prosecutor general following an investigation accuses any of the Ukrainian officials of blowing up Nord StreamBut the problems with the allocation of German aid to Ukraine are more specifically related to the 2025 budget the newspaper writes Finance Minister Christian Lindner has suggested that the government will freeze new military aid to Ukraine until budget resources are fully financedThe government has already decided to cut funding for Ukraine in 2025 from 75 billion to 4 billion arguing that the shortfall will be made up for by transferring to Ukraine the proceeds from frozen Russian assets located in Europe,,1310984791,52863,84
