id,date,message,from_id,chat_id,views,forwards
24550,2024-08-26T08:13:15+00:00, Four people were injured in Odesa including a 10yearold boyThree of the victims including the child were hospitalized in moderate condition according to Oleh Kiper head of the State Administration of UkraineKiper stated that the terrorists targeted the regions energy and civilian infrastructure Debris from the rockets damaged private homes and numerous vehicles There are also power supply disruptions in the Odesa district,,1669110938,7989,9
24549,2024-08-26T07:48:47+00:00,Russian forces attacked energy infrastructure across 15 regions of Ukraine according to Prime Minister Denys ShmyhalHe reported that the enemy used drones cruise missiles and Kinzhal missiles The attack resulted in both casualties and injuriesEnergy facilities in several regions were damaged prompting Ukrenergo to implement emergency power outages Regional Military Administrations are prepared to deploy Points of Invincibility as needed,,1669110938,7862,10
24548,2024-08-26T07:37:56+00:00,These scenes are also from Kyiv where residents are waiting out the air raid alarm in the metro during a massive attack on Ukraine Suspilne,,1669110938,7887,19
24547,2024-08-26T06:58:06+00:00,An X101 missile was shot down on the border of the Zakarpattia and Lviv regions by fighters from the Zakarpattia air defense mobile group of the 650th separate antiaircraft machine gun battalion,,1669110938,8118,25
24546,2024-08-26T06:48:58+00:00,An apartment building in Lutsk was damaged as a result of a Russian attack One person was killedLocal authorities also reported damage to an infrastructure facility in the city,,1669110938,8054,18
24545,2024-08-26T06:37:12+00:00,Footage from the Kyiv metro has surfaced showing the stations filled to capacity as people seek shelter from ongoing Russian attacks,,1669110938,8215,28
24544,2024-08-26T05:54:40+00:00,An apartment building in Lutsk was damaged in a Russian attack according to Mayor Ihor Polishchuk Details about the injured are still being clarified,,1669110938,8321,4
24543,2024-08-26T05:37:59+00:00,In Khmelnytskyi the sounds of explosions are heard for the third time Explosions were also heard in Odesa Dnipro and other cities,,1669110938,8575,9
24542,2024-08-26T05:31:34+00:00,Russia is massively attacking Ukraine The sounds of explosions were heard in Kyiv Kharkiv Vinnytsia Kryvyi Rih and Zaporizhzhia,,1669110938,8428,18
24541,2024-08-26T05:13:06+00:00,Belarus is preparing military exercises near the Ukrainian border and the Chornobyl Nuclear Power Plant according to Ukraines Ministry of Foreign AffairsUkrainian intelligence reports that under the guise of these exercises Belarus is concentrating military forces including tanks artillery and antiaircraft missiles in the Gomel region where Wagner Group forces have also been observedUkraine warns that conducting exercises in this sensitive area poses threats to both national and global security The ministry called on Belarusian officials to avoid making tragic mistakes under Moscows pressure emphasizing that Ukraine has not and does not intend to carry out unfriendly actions against the Belarusian people However any violation of Ukraines border would result in all military concentrations facilities and supply routes in Belarus becoming legal targets for the Ukrainian Armed Forces,,1669110938,8583,6
24540,2024-08-26T04:21:06+00:00,The Russian Mi8 which made a hard landing after coming under heavy fire from the Defense Forces of Ukraine,,1669110938,8652,3
24539,2024-08-26T02:20:06+00:00,Downing of Shahed136 by machine gun fire from the Ukrainian Mi8,,1669110938,8923,17
24538,2024-08-26T01:05:06+00:00,M1A1 Abrams fire at a building with Russian soldiers in the Pokrovsk direction,,1669110938,9145,6
24537,2024-08-25T23:31:06+00:00,Another shot down of an enemy drone using FPV,,1669110938,9421,10
24536,2024-08-25T21:37:06+00:00,The fire at the oil depot in Proletarsk has continued for eight days with no visible signs of improvement according to Radio Svoboda Satellite images reveal at least three primary sources of the ongoing fire,,1669110938,9967,11
24535,2024-08-25T20:09:39+00:00, The Ukrainian national team topped the medal tally at the World Summer Biathlon ChampionshipCompeting in Estonia Ukraine secured a total of 6 medals3 gold 2 silver and 1 bronzefinishing ahead of the Czech and Bulgarian national teams,,1669110938,10120,6
24534,2024-08-25T19:01:06+00:00,President Volodymyr Zelenskyy stated that Ukraine is not willing to sacrifice its territories or people as part of any proposed path to peaceHe emphasized the need for concrete diplomatic steps but made it clear that these should not come at the cost of 30 of Ukraines land or its populationThe president noted that while various experts are making statements about how to end the war none of them have presented a concrete plan,,1669110938,10134,4
24532,2024-08-25T17:58:59+00:00,In Kramatorsk the body of a deceased individual was found under the rubble of the hotel targeted by Russian forces according to Oleksandr Honcharenko head of the citys military administrationThe identity of the victim has not yet been confirmed Earlier Reuters reported that one of its journalists who was at the hotel could not be reached,,1669110938,10198,12
24529,2024-08-25T15:46:55+00:00,The Russians targeted a car with an FPV drone while it was evacuating people from Ukraines Pokrovsk district according to the Donetsk State Emergency ServiceAt the time of the attack two rescuers a policeman and four civilians including an eightyearold child were inside the vehicleFortunately no one was injured though the armored car sustained damage,,1669110938,10368,11
24528,2024-08-25T14:19:50+00:00,Durovs arrest can be compared to the hacking of Enigma by the British during the Second World War Telegram is the only messenger that is actively used by the Russian army says Andriy Kovalenko head of the Central Security Service at the NSDCThanks to Durovs case the entire Russian intelligence network in Europe may collapse Kovalenko believes,,1669110938,10934,44
24527,2024-08-25T13:01:47+00:00,The ability to strike targets deep inside Russia is crucial for Ukraine according to the Institute for the Study of War ISWISW estimates that Russia has at least 250 military and paramilitary facilities within range of ATACMS missiles However the US currently restricts Ukraine from using these missiles to target military sites in Russia Of the 250 facilities only 17 are airfields making it unlikely that the Russian military has fully redeployed from the remaining 233 sitesMany of these 233 sites are significant military bases communications stations logistics hubs repair shops fuel and ammunition depots and permanent headquartersExperts highlight that Ukraines recent successful strikes on Russian military facilities achieved with precision weapons of its own production underscore the countrys need for longrange attacks Lifting US restrictions on ATACMS could help meet this demand,,1669110938,10585,10
24526,2024-08-25T10:59:06+00:00,Ukraine continues to engage in talks with Russia regarding prisoner exchanges with the goal of bringing captured soldiers home every week according to Ombudsman Dmytro LubinetsThe Verkhovna Rada Commissioner for Human Rights noted that his discussions with his Russian counterpart Tatiana Moskalkova have become more regular and systematicHowever Lubinets is uncertain if this will lead to more frequent exchanges as one of the key factors is the number of Russian prisoners of war held in UkraineThanks to the men and women who capture Russians every day todays exchange took place and I hope these exchanges will become regular Lubinets emphasized,,1669110938,10321,5
24522,2024-08-25T09:46:06+00:00,Emergency workers rescued a person from the rubble of a hotel destroyed by Russian forces in Kramatorsk according to emergency servicesThe attack carried out overnight with IskanderM missiles partially destroyed the twostory hotel Two people were injured in the shellingEmergency personnel rescued one person from the hotels second floor Preliminary reports suggest one more person may still be trapped under the debris Search and rescue operations are ongoing with 60 tons of building materials already cleared the report states,,1669110938,10410,13
24521,2024-08-25T09:07:03+00:00,Russians attacked a hotel in Kramatorsk overnight injuring three journalistsAccording to Regional Military Administration head Filashkin two people were injured and another is still trapped under the rubble A nearby highrise building was also damagedAll three victims are journalistscitizens of Ukraine the USA and Great Britain the report statesHowever Russian forces claimed that the building housed a temporary deployment point for the Foreign Legion,,1669110938,9964,14
24520,2024-08-25T08:59:20+00:00,The Washington Post Ukraine Crosses Putins Red Lines Again and He BlinksKyivs rapid invasion of the Kursk region in western Russia this month crossed what was once considered an unbreakable red linea direct ground assault on Russia itself However Putins reaction has been surprisingly passive and restrained a notable departure from the strong rhetoric he used at the start of the warThis has led some in the West to question Washingtons approach to the conflict in Ukraine Critics argue that the slow and measured delivery of arms to Kyiv aimed at preventing an escalation with Russia has instead hampered Ukraines chances of defeating Russia and prolonged a devastating war of attritionMany analysts believe that US military aid to Ukraine had the potential to be a powerful example of support but it has remained overly cautious,,1669110938,9929,16
24519,2024-08-25T07:18:20+00:00,In the two and a half years of fullscale war Russia has launched about 10000 missiles of various types and more than 33000 glide bombs at Ukraine Stopping attacks on our cities can be achieved by targeting the carriers of this weaponryRussian aircraft stationer at military airfieldsYesterday the first successful combat use of our new weaponthe Ukrainian longrange rocket drone Palianytsiatook place It was designed domestically to destroy the enemys offensive potentialThe number of rocket drones production will grow just like our longrange strike drones production did whose efficiency we see almost daily,,1669110938,10091,24
24518,2024-08-25T05:54:11+00:00,Ukrainian President Volodymyr Zelenskyy proposed to Indian Prime Minister Narendra Modi that India host the second Summit on Peace in Ukraine However for this to happen Zelenskyy stressed that India must join the communiqu from the first summit which took place in Switzerland India participated in the first summit but chose not to join the final communiquZelenskyy highlighted the importance of hosting the summit in a country from the Global South and mentioned other potential hosts including Saudi Arabia Qatar Trkiye and Switzerland He emphasized that India as a large country and democracy would be a fitting host for the summit India has expressed its intent to continue working with all relevant parties to promote a peaceful resolution to the war in Ukraine,,1669110938,10093,7
24517,2024-08-25T04:10:11+00:00,The European Union is currently deliberating on whether to send instructors to Ukraine to assist in training Ukrainian soldiers with a final decision expected by November The discussions are centered on a confidential document titled Strategic Review of the EU Training Mission in Ukraine which highlights both the potential benefits and risks of such a decisionFrance supported by several EU nations including the Baltic states Poland Denmark and Sweden is pushing for this initiative arguing that it aligns with Ukraines request for more localized military training In contrast Germany backed by countries like Malta Austria Slovenia and Hungary opposes the move due to concerns about escalating the conflict and the potential risks to personnelThe document recognizes Ukraines efforts to bolster its military including the mobilization of 150000 troops and the creation of ten new infantry brigades However it also acknowledges the limitations Ukraine faces in terms of human resources compared to Russia and critiques the lack of realism in current EUbased training which is largely designed for peacetimeTo address these challenges the document suggests possible solutions including establishing training camps in the western part of Ukraine and neighboring countries as well as implementing reliable evacuation plans to mitigate risks from Russian attacksNew discussions on this issue will take place next week among EU foreign and defense ministers with a more definitive decision anticipated by midNovember,,1669110938,10193,15
24516,2024-08-25T02:59:06+00:00,Ukrainian aerial scouts operating a SHARK reconnaissance drone successfully tracked down and assisted in the destruction of a Russian Zoopark radar counterbattery system through HIMARS strikes The operation was supported by the Come Back Alive fund which shared footage of the precision attack,,1669110938,9763,12
24512,2024-08-25T01:49:07+00:00,The Ukrainian resistance movement Zla Mavka has reportedly taken an innovative step in their efforts by printing Russian rubles adorned with the flags of Ukrainian brigades and distributing them in areas under temporary Russian occupation This symbolic act took place in Crimea Luhansk and the Kherson region where over 200 such bills were put into circulation The movements action is a form of psychological resistance emphasizing the continued presence and influence of Ukrainian forces even in occupied territories,,1669110938,9579,16
24511,2024-08-25T00:34:21+00:00,The 80th Separate Airborne Assault Brigade is moving through the village of Martynivka,,1669110938,9805,9
24510,2024-08-24T22:38:06+00:00,European Council President Charles Michel said that the day is approaching when [Ukraine] will be accepted into the EU,,1669110938,9956,6
24509,2024-08-24T21:54:06+00:00,On Ukraines Independence Day Lithuania and Latvia announced significant new military aid packages for Ukraine underscoring their continued support amid the ongoing conflict with RussiaLithuanias aid package to be delivered next month includes shortrange air defense systems missiles antidrone technology weapons and ammunition Prime Minister Ingrida imonyt also confirmed that Lithuania has allocated 35 million euros for radars and demining equipment for Ukraine Additionally Lithuania plans to deliver 5000 Lithuanianmade drones to Ukraine by the end of autumnLatvia has also stepped up its assistance with Defense Minister Andris Spruds announcing a 20 million euro allocation for drones for Ukraine Latvian operators have already begun their training signaling that deliveries will soon followThese new aid packages reinforce the Baltic nations strong commitment to supporting Ukraine as it continues its defense against Russian aggression,,1669110938,10341,3
24508,2024-08-24T21:38:58+00:00,Russian Pavel Durov the founder of Telegram was detained by French special forces at Paris Le Bourget airport as he was leaving his private planeDurov faces up to 20 years in prison in France and will be tried as a French citizenHe could be charged with money laundering and aiding terrorism,,1669110938,10198,21
24507,2024-08-24T20:28:06+00:00,On Ukraines Independence Day US President Joe Biden delivered a strong message of support stating Today when the people of Ukraine celebrate their Independence Day let it be clear when Russias senseless war began Ukraine was a free country Today it is still a free country And the war will end with Ukraine remaining a free sovereign and independent state,,1669110938,10549,8
24506,2024-08-24T19:39:23+00:00,Everything you need to know about Putins rule and the 24year era of Putinism The poster reads Stability,,1669110938,10362,35
24504,2024-08-24T17:54:21+00:00, In Huliaypole Zaporizhzhia Region the occupiers destroyed the memorial museumhouse of the Nestor Makhno familyThe building caught fire due to the impact of the projectile and burned to the ground,,1669110938,10823,12
24503,2024-08-24T16:18:06+00:00,The PEACE IS UKRAINE photo exhibition has opened in Tokyo Japan running from August 24 to September 1 in honor of Ukraines Independence Day The exhibition curated by Ukrainian fashion and art photographer Vera Blanch showcases powerful images of Ukraines wartorn cities alongside ceramic sculptures from her art project Valkyrie Through her work Blanch highlights Ukraines resilience and the importance of keeping international attention on the countrys struggle for peace and independenceOur voice abroad must not die down We have to talk about Ukraine because it depends on the world more than we would like Thats why we are not silent  Vera Blanch said emphasizing the ongoing need for global awareness of Ukraines situation,,1669110938,10557,6
24502,2024-08-24T15:04:06+00:00,You cant notice your liberty if you live your daily life free You cant notice your rights if you have them all your life You cant notice your comfort when youre used to it Only when someone comes to take them away do you appreciate these thingsIts Ukraines Independence Day And Ukraine has to stay that way,,1669110938,10890,22
24501,2024-08-24T14:48:08+00:00,Ukraine secured the release of 115 prisoners of war as part of a remarkable exchange a powerful and heartfelt gift to the nation on Independence Day,,1669110938,10192,6
24500,2024-08-24T14:07:21+00:00,Norway has decided to allow Ukraine to utilize Norwegian defense technologies for the production of artillery shells developed by Nammo AS which will be manufactured at Ukrainian facilities as reported by Bloomberg This move follows Norways earlier decision to boost the production of advanced artillery munitions and rocket engines to support Ukraine NATO allies and enhance its own stockpilesNorwegian Prime Minister Jonas Gahr Stre emphasized the importance of strengthening Ukraines ability to produce modern artillery ammunition domestically Nammo a leading Nordic ammunition producer has agreed to license the production of 155mm artillery shells to a Ukrainian defense companyIn July Norway allocated 1 billion Norwegian kroner about 94 million to Nammo to increase production particularly for artillery ammunition and missiles aimed at supporting Ukraine Nammo is jointly owned by the Norwegian Ministry of Trade and Industry and the Finnish aerospace and defense corporation Patria Oyj,,1669110938,10207,10
24499,2024-08-24T13:01:06+00:00,The Head of the Security Service of Ukraine SBU Vasyl Malyuk confidently stated that Ukraine will inevitably win the war against Russia Reflecting on the early days of the fullscale invasion Malyuk expressed that his conviction in Ukraines ultimate victory has never wavered even during the most challenging times in February 2022 He emphasized that Ukraines goal is to ensure that future generations of Russians even a century from now will be too fearful to consider attacking Ukraine againMalyuk also highlighted the significant contributions of the SBU to Ukraines defense efforts Since the start of the war SBU operatives have successfully destroyed 1152 Russian tanks over 1890 armored vehicles more than 440 electronic warfare devices and 167 air defense systems Additionally the SBU has employed naval drones to attack 11 Russian warships and drones to target 36 oil depots terminals and refineries that supply Russias military industryThe SBU has also carried out successful strikes on key strategic targets including airfields electronic warfare systems air defense installations and crucial logistical routes Notably Malyuk mentioned that the SBU was responsible for two separate strikes on the Crimean bridge a critical Russian supply route,,1669110938,10224,12
24498,2024-08-24T11:49:06+00:00,Moscow was determined to keep Ukraine under its control refusing to grant independence But Ukrainians had a different planand they were ready to make it happenOn August 24 1991 Ukraine declared its independence Later that year on December 1 a nationwide referendum confirmed this decision with more than 50 of votes in favor in every region including Crimea However the path to this point was far from easy and even in the final moments Moscow did everything possible to prevent itFind out httpsunited24mediacomlifeinukraineukraineshistoricpathtoindependencedefyingbothmoscowandglobalpressure1910,,1669110938,10389,9
24497,2024-08-24T10:12:06+00:00,Ukrainian President Volodymyr Zelenskyy has signed two significant laws1 Ratification of the Rome Statute By signing this law Ukraine officially joins the Rome Statute of the International Criminal Court ICC which will enable the country to further align with international justice mechanisms and hold individuals accountable for serious crimes like genocide war crimes and crimes against humanity2 Ban on Religious Organizations Connected to Russia Zelenskyy has also signed a law prohibiting the activities of religious organizations in Ukraine that are connected to Russia This law aims to curtail the influence of Russianlinked religious groups within Ukraine especially in the context of Russias ongoing war against Ukraine,,1669110938,10474,10
24496,2024-08-24T09:20:29+00:00, Today marked the first combat use of the new Ukrainian missiledrone Palianytsia which successfully struck Russian military targets as announced President Volodymyr Zelenskyy,,1669110938,10497,19
24495,2024-08-24T09:02:06+00:00,Imagine if these people made the wrong choice What if they didnt dedicate their lives to freedom democracy and independence What if they traded their ideals for comfortFortunately that didnt happenToday Ukraine is fighting for the same ideals It protects its cities its people it fights for a free and peaceful lifeToday on Ukraines Independence Day support this battle,,1669110938,10792,26
24494,2024-08-24T08:34:54+00:00,President Volodymyr Zelenskyy and the First Lady paid tribute to the Ukrainian heroes who sacrificed their lives for the countrys statehood and independence Zelenskyy emphasized that Ukraine will always remember and be grateful to those who defended the nations freedom and sovereignty The gesture is a solemn reminder of the deep respect and enduring gratitude Ukrainians hold for the brave soldiers who fought for their homeland,,1669110938,10420,8
24493,2024-08-24T08:09:20+00:00,Ostrogosk Voronezh region Russia Ammunition depot detonation this night after a drone attack,,1669110938,10693,45
24492,2024-08-24T06:47:41+00:00, Today on Independence Day Polish President Andrzej Duda came to Kyiv,,1669110938,10458,9
24491,2024-08-24T06:03:11+00:00,We are part of the game We are not directly involved in the war but we are part of the conflict said Josep BorrellWhat happens in Ukraine will shape our geopolitical future We must consider Ukraine as we become participants in this situation The outcome of the conflict will impact our security Borrell added,,1669110938,10426,11
24490,2024-08-24T04:26:06+00:00,Kharkiv Mayor Ihor Terekhov shared a heartwarming event on the citys special daylioness Vesta gave birth to lion cubs The mayor noted that this symbolizes strength resilience and the continuation of life even amid the most challenging times He emphasized that despite everything Life goes on,,1669110938,10428,18
24485,2024-08-24T02:59:06+00:00,Chasiv Yar Devastated by the Russians,,1669110938,10149,23
24484,2024-08-24T01:15:06+00:00,Creation of antidrone protection for tanks at one of the Russian oil depots,,1669110938,10255,11
24483,2024-08-23T23:59:16+00:00,European Commission Confirms Oil Transit Halt from Lukoil Through Ukraine Does Not Threaten Energy Security of Slovakia and HungaryVice President of the European Commission Valdis Dombrovskis has confirmed that the cessation of Russian Lukoil oil transit through Ukraine does not threaten the energy security of Slovakia and Hungary After analyzing the situation the Commission took input from all relevant parties including Slovakia Hungary Ukraine and Croatia to form a complete assessmentDombrovskis noted that oil deliveries through the Druzhba pipeline continue without safety concerns and the Ukrainian authorities confirmed that the transit of crude oil from Russia to Hungary and Slovakia was not impacted by sanctions on Lukoil since it is not the owner of the oil in questionAdditionally the European Commission remains committed to closely monitoring the situation and exploring alternative solutions including the JANAF Adriatic Pipeline as part of ongoing efforts to reduce dependence on Russian fossil fuels,,1669110938,10483,5
24482,2024-08-23T22:53:16+00:00,On the occasion of Ukraines Independence Day US President Joe Biden called President Volodymyr Zelenskyy reaffirming the United States unwavering support for the Ukrainian people During the call Biden confirmed the allocation of a new military aid package emphasizing Americas continued commitment to Ukraines defense in the face of ongoing aggression,,1669110938,10405,5
24481,2024-08-23T21:21:06+00:00,Today on August 23 Ukraine joins other European countries in commemorating the Day of Remembrance for the Victims of Stalinism and Nazism said Foreign Minister Dmytro KulebaOn this day in 1939 two alliesHitlers Third Reich and Stalins USSRsigned the MolotovRibbentrop Pact setting the stage for World War II Putins Russia tries hard to conceal this fact as it contradicts its propaganda and historical myths But the truth is that these two totalitarian regimesHitlers Reich and Stalins Soviet Unioncommitted unspeakable atrocities in the 20th century The difference is that while the Third Reich was defeated and its crimes condemned Soviet crimes were never fully addressed This is especially evident in Russia where the cult of Stalinism coexists with todays fascist ideology and aggression against Ukraine The unlearned lessons of the past allow evil to return On this day we urge the international community to equally condemn both Stalinist and Nazi regimes and to honor the memory of their millions of victims I also call on historians journalists and researchers worldwide to investigate reveal and share the truth about the crimes of both regimes Supporting Ukraine in its defense against Russian aggression is the best way to restore historical justice and ensure that the atrocities of Stalinism and Nazism are never repeated on European soil,,1669110938,11542,33
24480,2024-08-23T20:15:06+00:00, The Motherland Monument in Kyiv was illuminated in celebration of Ukraines National Flag Day and Independence Day,,1669110938,10860,20
24479,2024-08-23T19:25:17+00:00,US and Ukraine Discuss Expanding Depth of Strikes in RussiaWhite House representative John Kirby confirmed that the United States is in discussions with Ukraine about increasing the range of strikes within Russian territory using Americansupplied weapons,,1669110938,10799,14
24478,2024-08-23T18:37:06+00:00,US Imposes Sanctions on 400 Russian Individuals and EntitiesThe US Treasury Department has announced new sanctions on 400 Russian individuals and legal entities Among those targeted is Pavel Belousov son of Russias Minister of DefenseThe sanctions also cover major Russian companies including Evraz KGZK Evraz NTMK Evraz ZSMK and Evraz Vanadiy Tula as well as the Russian cargo airline Air Bridge CargoIn addition to Russian entities the US has sanctioned 46 Chinese companies and a Chinese citizen as part of this latest round of sanctions,,1669110938,10796,12
24477,2024-08-23T17:30:28+00:00,Ukrainian Mi8 helicopter pilot successfully shot down a Russian reconnaissance UAV using a machine gun,,1669110938,10805,22
24476,2024-08-23T16:37:06+00:00,Kerch Crossing Temporarily Closed After Ferry AttackFollowing an attack on a ferry Russian authorities have temporarily closed the Kerch crossing which connects Crimea to the Krasnodar region at the port Kavkaz Russian media report that a special regime has been introduced at the port to address the ongoing oil spill cleanup effortsThe day before officials in Krasnodar Krai confirmed that Ukrainian forces targeted a ferry carrying 30 fuel tanks The ship sank as a result with 17 people rescued and two still missing,,1669110938,10809,12
24475,2024-08-23T15:35:29+00:00,Ukraine Reinforces Abrams Tanks Amid Lack of TopSecret US ArmorUkraine received 31 Abrams tanks from the US in the fall of 2023 considered some of the best tanks in the world However these tanks arrived without the latest topsecret armor upgrades to protect US military technology from falling into Russian hands Due to the intense threat posed by drone attacks Ukrainian soldiers have taken matters into their own hands by adding additional armor to the Abrams tanks and other US vehicles like the Bradley infantry fighting vehiclesNicholas Drummond a former British Army officer explained that the US withheld the depleted uranium armor from these tanks due to its classified nature In response Ukraine developed protective screens to enhance the tanks survivability Colonel Hamish de BrettonGordon highlighted that while these innovations are simple they have proven to be effective against drone attacks which the Abrams was never designed to combatDe BrettonGordon noted that if Ukraine had more Abrams and Challenger tanks they would likely deploy them differently Still due to the slow pace of deliveries Ukrainian forces are finding creative ways to adapt to evolving threats earning the admiration of Western militaries who are closely observing their tactics,,1669110938,10663,19
24474,2024-08-23T14:26:44+00:00,Ukraine and India Sign Four Bilateral Cooperation AgreementsUkrainian President Volodymyr Zelenskyy announced that Ukraine and India have signed four significant bilateral agreements during Prime Minister Narendra Modis visit These agreements aim to bolster cooperation across various sectors1 Memorandum of Understanding on Humanitarian Grant Aid Focused on community development between the Ukrainian Cabinet of Ministers and the Government of India2 Agreement on Agricultural and Food Industry Cooperation Aimed at enhancing collaboration between Ukraine and India in agriculture and the food sector3 Cultural Cooperation Program 20242028 Establishes a framework for cultural exchange and cooperation between the two nations4 Memorandum on Medicinal and Drug Control Between Ukraines State Service for Medicinal Products and Narcotics Control and Indias Central Inspectorate for Drug Control,,1669110938,10565,15
24473,2024-08-23T13:49:17+00:00,Ukraine and India Strengthen Ties Across Key Sectors During Modis VisitDuring Indian Prime Minister Narendra Modis visit to Ukraine both countries reached agreements to enhance cooperation in several key sectors These include medical collaboration agricultural development humanitarian efforts and cultural exchange This marks a significant step forward in strengthening bilateral relations between Ukraine and India,,1669110938,10549,6
24472,2024-08-23T13:10:17+00:00,Putins Declining Popularity Could Undermine Russias War Effort Says The New York TimesAn analysis by FilterLabs AI a company monitoring online comments indicates that Putins image losses are growing which may hinder Russias ability to continue its war in Ukraine The research shows that many online discussions label the Ukrainian Armed Forces advance into Russian territory as a failure of the Russian government and Putin himself While Putin still enjoys considerable support in Moscow dissatisfaction is spreading in more remote regions of Russia Public sentiment has noticeably soured since Prigozhins rebellion with a sharper decline following the start of Ukraines Kursk operationThe article suggests that although the full impact of the Ukrainian offensive is yet to be determined Putin finds himself in an increasingly difficult position If his popularity continues to drop in regions where military recruitment is taking place it may become harder for the Kremlin to replenish its forces,,1669110938,10677,22
24468,2024-08-23T11:15:23+00:00,Tragic Airstrike in Kharkiv Region Claims Two Lives State Emergency Service ReportsRescuers have recovered the bodies of two people who died in the Kharkiv region after a guided aerial bomb struck a frontline settlement in the Boriv community Izium district according to the State Emergency ServiceThe nighttime attack destroyed several private residential buildings triggering a fire that engulfed an area of 80 square metersEmergency workers recovered the bodies of a 60yearold man and a 58yearold woman from the rubble Additionally a 78yearold woman sustained injuries in the strike,,1669110938,10986,8
24467,2024-08-23T10:08:00+00:00, Volodymyr Zelenskyy together with the Prime Minister of India Narendra Modi honored the memory of children who were killed by Russian aggression,,1669110938,11198,22
24466,2024-08-23T08:40:13+00:00,2C22 Bohdana 20 in service with the 100th Separate Mechanized Brigade,,1669110938,11334,14
24465,2024-08-23T07:35:17+00:00, Day of the State Flag of Ukraine Key Facts About the Blue and YellowToday Ukraine celebrates the Day of the State Flag Here are some interesting facts about the countrys iconic blue and yellow flag Official Adoption in 1992 Ukraines state flag was officially approved in 1992 though its use dates back much earlier   Historical Roots In 1918 the blue and yellow flag was carried by the Active Army of the Ukrainian Peoples Republic the Ukrainian Galician Army and ships of the Ukrainian Peoples Republics Black Sea Fleet First Appearance in 1848 The flag first appeared over Lviv Town Hall during the national revival in Galicia Inspired by the GaliciaVolyn Principality The design was inspired by the golden lion on a blue background from the coat of arms of the GaliciaVolyn Principality though a simpler version with horizontal blue and yellow stripes became more widespread Confirmed in 1918 The blueyellow sequence was officially confirmed in a 1918 resolution on the naval flag of the Ukrainian Peoples Republic Banned Under Soviet Rule The flag was banned under Soviet power in Ukraine with those using it facing imprisonment Despite KGB monitoring patriots continued to display the flag as a symbol of resistance and national prideHappy Flag Day Ukraine ,,1669110938,11409,39
